group_type,group_value,loss,task_id,model,attack_family,K,split,total_rows,failure_rows,failure_rate,finite_rows,in_range_rows,max_abs_sum_error,median_abs_sum_error,p95_abs_sum_error,p99_abs_sum_error,p99_9_abs_sum_error,nan_count,positive_inf_count,negative_inf_count,p0_lt_zero_count,p1_lt_zero_count,p0_gt_one_count,p1_gt_one_count,class_alignment_anomalies,roundtrip_exact_rows,roundtrip_mismatch_rows,B32_exact_one_rows,B32_nonunit_rows,B64_checker_failure_rows,serialization_delta_nonzero_rows,finite_precision_explained_failure_rows,serialization_explained_failure_rows,checker_specification_failure_rows,unexplained_failure_rows,true_raw_inconsistency_failure_rows,raw_probability_inconsistency_rows,representation_C_status,quantile_method
all,ALL,,,,,,,101761920,65934165,0.6479257172034489,101761920,101761920,8.968999998248961e-08,2.9999999928698173e-08,6.329700008578243e-08,7.694000014879521e-08,8.526600003833096e-08,0,0,0,0,0,0,0,0,101761920,0,79420386,22341534,65967643,88825994,65847578,86587,65934165,0,0,0,NOT AVAILABLE,exact_weighted_empirical_linear
loss,cw,cw,,,,,,50880960,33181463,0.6521390909291019,50880960,50880960,8.968999998248961e-08,2.9999999928698173e-08,6.000000007944095e-08,7.513999999986254e-08,8.471000001453177e-08,0,0,0,0,0,0,0,0,50880960,0,41437009,9443951,33193757,41925969,33147220,34243,33181463,0,0,0,NOT AVAILABLE,exact_weighted_empirical_linear
loss,margin,margin,,,,,,50880960,32752702,0.643712343477796,50880960,50880960,8.968999998248961e-08,2.9600000006624327e-08,6.61360000098199e-08,7.819000003017607e-08,8.55999999771484e-08,0,0,0,0,0,0,0,0,50880960,0,37983377,12897583,32773886,46900025,32700358,52344,32752702,0,0,0,NOT AVAILABLE,exact_weighted_empirical_linear
model,BiLSTM-ERM,,,BiLSTM-ERM,,,,50880960,32621712,0.6411379030584329,50880960,50880960,8.968999998248961e-08,2.9999999928698173e-08,6.000000007944095e-08,7.469999996345678e-08,8.37000000419863e-08,0,0,0,0,0,0,0,0,50880960,0,42410361,8470599,32633436,40382218,32603295,18417,32621712,0,0,0,NOT AVAILABLE,exact_weighted_empirical_linear
model,CAT-AD,,,CAT-AD,,,,50880960,33312453,0.6547135313484651,50880960,50880960,8.968999998248961e-08,2.98000000231724e-08,6.68999999842157e-08,7.882399999381562e-08,8.590000000197051e-08,0,0,0,0,0,0,0,0,50880960,0,37010025,13870935,33334207,48443776,33244283,68170,33312453,0,0,0,NOT AVAILABLE,exact_weighted_empirical_linear
attack_family,norm_pgd,,,,norm_pgd,,,25440480,16480744,0.6478157644824312,25440480,25440480,8.960999997587038e-08,2.9999999928698173e-08,6.329999990839497e-08,7.69299999259232e-08,8.526552093790654e-08,0,0,0,0,0,0,0,0,25440480,0,19860059,5580421,16489116,22202495,16459524,21220,16480744,0,0,0,NOT AVAILABLE,exact_weighted_empirical_linear
attack_family,phys_hybrid_pgd,,,,phys_hybrid_pgd,,,25440480,16484977,0.6479821528524619,25440480,25440480,8.968999998248961e-08,2.9999999928698173e-08,6.330000001941727e-08,7.697900006320424e-08,8.528999995149888e-08,0,0,0,0,0,0,0,0,25440480,0,19851660,5588820,16493382,22203733,16463261,21716,16484977,0,0,0,NOT AVAILABLE,exact_weighted_empirical_linear
attack_family,phys_penalty_pgd,,,,phys_penalty_pgd,,,25440480,16481296,0.647837462186248,25440480,25440480,8.968999998248961e-08,2.9999999928698173e-08,6.321000001197064e-08,7.691799996933923e-08,8.524999994818927e-08,0,0,0,0,0,0,0,0,25440480,0,19864208,5576272,16489548,22198742,16459465,21831,16481296,0,0,0,NOT AVAILABLE,exact_weighted_empirical_linear
attack_family,phys_projection_pgd,,,,phys_projection_pgd,,,25440480,16487148,0.6480674892926549,25440480,25440480,8.968999998248961e-08,2.9999999928698173e-08,6.329999990839497e-08,7.694620998810554e-08,8.525852092389366e-08,0,0,0,0,0,0,0,0,25440480,0,19844459,5596021,16495597,22221024,16465328,21820,16487148,0,0,0,NOT AVAILABLE,exact_weighted_empirical_linear
K,20,,,,,20,,29680560,19381744,0.653011398706763,29680560,29680560,8.968999998248961e-08,2.9999999928698173e-08,6.426999998865313e-08,7.75690000465179e-08,8.548000007824186e-08,0,0,0,0,0,0,0,0,29680560,0,22798772,6881788,19390316,26547023,19352392,29352,19381744,0,0,0,NOT AVAILABLE,exact_weighted_empirical_linear
K,50,,,,,50,,72081360,46552421,0.6458316130550256,72081360,72081360,8.968999998248961e-08,2.999999981767587e-08,6.289999998632112e-08,7.669799995113635e-08,8.518399985391056e-08,0,0,0,0,0,0,0,0,72081360,0,56621614,15459746,46577327,62278971,46495186,57235,46552421,0,0,0,NOT AVAILABLE,exact_weighted_empirical_linear
split,42,,,,,,42,23114880,14975040,0.6478528116953235,23114880,23114880,8.968999998248961e-08,2.9999999928698173e-08,6.241000005680064e-08,7.631999998647387e-08,8.499999992750418e-08,0,0,0,0,0,0,0,0,23114880,0,18489930,4624950,14982959,19654370,14961344,13696,14975040,0,0,0,NOT AVAILABLE,exact_weighted_empirical_linear
split,43,,,,,,43,24439680,15955752,0.6528625579385655,24439680,24439680,8.968999998248961e-08,2.9999999928698173e-08,6.452000000933822e-08,7.760999998218665e-08,8.542899990982011e-08,0,0,0,0,0,0,0,0,24439680,0,18876638,5563042,15962578,21817216,15934039,21713,15955752,0,0,0,NOT AVAILABLE,exact_weighted_empirical_linear
split,44,,,,,,44,22492800,14602642,0.6492140596101864,22492800,22492800,8.968999998248961e-08,2.999999981767587e-08,6.289900000844284e-08,7.677999991351214e-08,8.522999994653446e-08,0,0,0,0,0,0,0,0,22492800,0,17378053,5114747,14609206,19866362,14579953,22689,14602642,0,0,0,NOT AVAILABLE,exact_weighted_empirical_linear
split,45,,,,,,45,19399680,12393595,0.6388556409177883,19399680,19399680,8.968999998248961e-08,2.966000001158875e-08,6.3399999916669e-08,7.71899999474357e-08,8.536399997982613e-08,0,0,0,0,0,0,0,0,19399680,0,14993980,4405700,12401894,16808898,12374883,18712,12393595,0,0,0,NOT AVAILABLE,exact_weighted_empirical_linear
split,46,,,,,,46,12314880,8007136,0.6502000831514395,12314880,12314880,8.96089999979921e-08,2.9999999928698173e-08,6.296799992533408e-08,7.673699988886007e-08,8.519999994405225e-08,0,0,0,0,0,0,0,0,12314880,0,9681785,2633095,8011006,10679148,7997359,9777,8007136,0,0,0,NOT AVAILABLE,exact_weighted_empirical_linear
cross,loss|model|attack_family|K|split,cw,dd2e33b8eec5d461d68877e7b543f1640293d2d99e76f38e518da4ed5919bc06,BiLSTM-ERM,norm_pgd,20,42,421365,270688,0.642407413999739,421365,421365,8.925300010176329e-08,3.0000000039720476e-08,6.000000007944095e-08,6.000000007944095e-08,7.837636004559554e-08,0,0,0,0,0,0,0,0,421365,0,381180,40185,270723,286542,270679,9,270688,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,cw,2109d30a03547f4ca241867c1d0e70461ebba07cabdfce5d3b7f9618f63297c0,BiLSTM-ERM,norm_pgd,50,42,1023315,648466,0.6336914830721723,1023315,1023315,8.889999991712472e-08,2.9999999928698173e-08,6.000000007944095e-08,6.000000007944095e-08,7.71999999482631e-08,0,0,0,0,0,0,0,0,1023315,0,936689,86626,648504,679606,648436,30,648466,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,cw,293250e6c2aeb3ced35a50027fa452c289403afc561ce43a99db4d9fb5b2130e,BiLSTM-ERM,phys_hybrid_pgd,20,42,421365,270625,0.6422578999204965,421365,421365,8.889999991712472e-08,3.0000000039720476e-08,6.000000007944095e-08,6.009999997669269e-08,7.904907999023431e-08,0,0,0,0,0,0,0,0,421365,0,381348,40017,270635,287296,270599,26,270625,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,cw,ec95168cef019d4b2bff1abe2dfbb0b631e166b5f343cb9280c7abb0e7a5c296,BiLSTM-ERM,phys_hybrid_pgd,50,42,1023315,653191,0.6383088296370131,1023315,1023315,8.93800000678624e-08,2.9999999928698173e-08,6.000000007944095e-08,6.000000007944095e-08,7.739999996481117e-08,0,0,0,0,0,0,0,0,1023315,0,934933,88382,653230,685777,653172,19,653191,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,cw,a2b76dc1e96e6c5a8674d68a1e081d70555fe71949fe5a2cc5a232845dba7e62,BiLSTM-ERM,phys_penalty_pgd,20,42,421365,271039,0.6432404210126612,421365,421365,8.893000003062923e-08,3.0000000039720476e-08,6.000000007944095e-08,6.000000007944095e-08,7.850000005582558e-08,0,0,0,0,0,0,0,0,421365,0,381362,40003,271055,287576,271022,17,271039,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,cw,bffb51c0eb06c3f1579518307dd30dedceb3157d1685a4e88cb0b2c7f12aaa1e,BiLSTM-ERM,phys_penalty_pgd,50,42,1023315,651683,0.6368351876010808,1023315,1023315,8.875000001573596e-08,2.9999999928698173e-08,6.000000007944095e-08,6.000000007944095e-08,7.72968599562772e-08,0,0,0,0,0,0,0,0,1023315,0,935600,87715,651724,683352,651656,27,651683,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,cw,e8b7bbf25ac4eb087e1f63ae73547c1b407c65e2614ce4641753e445a0ad7169,BiLSTM-ERM,phys_projection_pgd,20,42,421365,270407,0.6417405337415305,421365,421365,8.865300005211907e-08,2.9999999928698173e-08,6.000000007944095e-08,6.119999999665282e-08,7.941636009123341e-08,0,0,0,0,0,0,0,0,421365,0,381415,39950,270432,288105,270392,15,270407,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,cw,b084e4fe600a54fcfc76dfac1f82617d83bf059c43ed6eb8c4770f790b8834db,BiLSTM-ERM,phys_projection_pgd,50,42,1023315,652032,0.6371762360563463,1023315,1023315,8.840999998760424e-08,2.9999999928698173e-08,6.000000007944095e-08,6.000000007944095e-08,7.779999999790732e-08,0,0,0,0,0,0,0,0,1023315,0,933547,89768,652069,686437,652000,32,652032,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,cw,6f714bc86c4bdef0544686daa8de56212fb8cdd7e1d55ceabe11c94e3bcd2638,CAT-AD,norm_pgd,20,42,421365,277757,0.6591838429864844,421365,421365,8.924000005627875e-08,2.998299997170051e-08,6.810000008350414e-08,7.958108008132565e-08,8.605381607118545e-08,0,0,0,0,0,0,0,0,421365,0,302693,118672,278026,407296,277231,526,277757,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,cw,61e8274183d6a8dca543037e120c094eac2f53f8a5577c7b8a46e2ee5ec2bb1e,CAT-AD,norm_pgd,50,42,1023315,667344,0.6521393705750429,1023315,1023315,8.96089999979921e-08,2.9999999928698173e-08,6.462000001761226e-08,7.776999999542511e-08,8.547999996721956e-08,0,0,0,0,0,0,0,0,1023315,0,791449,231866,667744,910606,666524,820,667344,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,cw,f96c2f8a9a96c560dff16a3704527c0c76d4e2df3bb78b81d6bf8338d6ba37a2,CAT-AD,phys_hybrid_pgd,20,42,421365,278771,0.6615903076904821,421365,421365,8.916700000582978e-08,2.987000002896423e-08,6.858000001219722e-08,7.987999998793072e-08,8.621818002829683e-08,0,0,0,0,0,0,0,0,421365,0,299483,121882,279066,411671,278201,570,278771,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,cw,8f47d1ee771e407e0669e978fe2ba78da0dc4e56df6350ea839e0285955d6eed,CAT-AD,phys_hybrid_pgd,50,42,1023315,669393,0.6541416865774469,1023315,1023315,8.924000005627875e-08,2.9999999928698173e-08,6.539999997112744e-08,7.796000001114578e-08,8.549999996887436e-08,0,0,0,0,0,0,0,0,1023315,0,783368,239947,669817,922453,668530,863,669393,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,cw,bebffc2249ccf29142063b4581aded553a2c16b2bbec365cb8362fa3b654d982,CAT-AD,phys_penalty_pgd,20,42,421365,277882,0.6594804979056162,421365,421365,8.947000007530903e-08,2.986489999745601e-08,6.837200003939614e-08,7.97314400147186e-08,8.613763596310165e-08,0,0,0,0,0,0,0,0,421365,0,300954,120411,278151,410169,277333,549,277882,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,cw,f35aca54dda253ac8b93963c0cc55c2391296847ac1bbc69de8dda435581cf3a,CAT-AD,phys_penalty_pgd,50,42,1023315,671568,0.6562671318215799,1023315,1023315,8.947000007530903e-08,2.9999999928698173e-08,6.494229999320915e-08,7.783000000038953e-08,8.544999996473734e-08,0,0,0,0,0,0,0,0,1023315,0,786990,236325,671990,920983,670744,824,671568,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,cw,c0084f09395c9cd61c4d0675d09c361477233039f1e0147f312e8d513cb1bc1f,CAT-AD,phys_projection_pgd,20,42,421365,278643,0.6612865330532911,421365,421365,8.932799999694652e-08,2.9915500077137835e-08,6.858999999082016e-08,7.975999997800187e-08,8.625999999134493e-08,0,0,0,0,0,0,0,0,421365,0,299868,121497,278871,411253,278044,599,278643,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,cw,44e299bfb0a84db1533990fa4d938de89c8b330200960db1466271200dc443c4,CAT-AD,phys_projection_pgd,50,42,1023315,671743,0.6564381446573148,1023315,1023315,8.968999998248961e-08,2.9999999928698173e-08,6.524000006891129e-08,7.798986003226814e-08,8.552000004669047e-08,0,0,0,0,0,0,0,0,1023315,0,783523,239792,672193,924314,670887,856,671743,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,cw,1a4596d888cd86986642d1a5993caa392b3d1dd99e8770e87654aa221fd035ca,BiLSTM-ERM,norm_pgd,20,43,445515,290511,0.652079054577287,445515,445515,8.85900000024975e-08,3.0000000039720476e-08,6.000000007944095e-08,7.130000001520642e-08,8.20999999096017e-08,0,0,0,0,0,0,0,0,445515,0,388222,57293,290569,331255,290461,50,290511,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,cw,defc3c77a1b30e5f18223ba794c2cc9f59462c4159394a1df02c5d223902c587,BiLSTM-ERM,norm_pgd,50,43,1081965,703911,0.6505857398344679,1081965,1081965,8.943399998351254e-08,3.0000000039720476e-08,6.000000007944095e-08,6.680000008696396e-08,8.149999997097979e-08,0,0,0,0,0,0,0,0,1081965,0,963604,118361,704027,764929,703835,76,703911,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,cw,b5112c1241662fa848dfd7367cc974d883077aa5e48bb67075f8088e621d5a7d,BiLSTM-ERM,phys_hybrid_pgd,20,43,445515,290196,0.6513720076765092,445515,445515,8.919000005214173e-08,3.0000000039720476e-08,6.000000007944095e-08,7.229775998984755e-08,8.200000012337227e-08,0,0,0,0,0,0,0,0,445515,0,386856,58659,290261,333503,290153,43,290196,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,cw,40a0fa16a3909fde86257be388ea37c22080ffbc69790fd11b78cec8d0484566,BiLSTM-ERM,phys_hybrid_pgd,50,43,1081965,705924,0.6524462436400438,1081965,1081965,8.932799999694652e-08,3.0000000039720476e-08,6.000000007944095e-08,6.699999999248973e-08,8.149036007321167e-08,0,0,0,0,0,0,0,0,1081965,0,961384,120581,706029,770445,705841,83,705924,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,cw,39e338a55fe800d0716ede4d6d84f0c57d8c0449cfa7af6f9f846ed489414330,BiLSTM-ERM,phys_penalty_pgd,20,43,445515,290153,0.6512754901630697,445515,445515,8.876800006163421e-08,3.0000000039720476e-08,6.000000007944095e-08,7.280000002829468e-08,8.208999996273114e-08,0,0,0,0,0,0,0,0,445515,0,387729,57786,290202,332817,290097,56,290153,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,cw,baff82a80c3044b6b1ae7eb753d5269c6e8207ef971e5f232b3c7e672755341a,BiLSTM-ERM,phys_penalty_pgd,50,43,1081965,709495,0.6557467200879881,1081965,1081965,8.943899998392624e-08,3.0000000039720476e-08,6.000000007944095e-08,6.699999999248973e-08,8.16005400823284e-08,0,0,0,0,0,0,0,0,1081965,0,962934,119031,709586,773229,709389,106,709495,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,cw,0aae0c737409c0ebc931b59528d668295dbb4052194413cdd356c15744f5262f,BiLSTM-ERM,phys_projection_pgd,20,43,445515,291839,0.6550598745272326,445515,445515,8.889000002731962e-08,3.0000000039720476e-08,6.000000007944095e-08,7.385658006509028e-08,8.218252396208131e-08,0,0,0,0,0,0,0,0,445515,0,387001,58514,291903,335805,291769,70,291839,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,cw,0033761539eb1cdc4cb04f3f810c9c77adeb8b34344a0255a958a047d4f6d43d,BiLSTM-ERM,phys_projection_pgd,50,43,1081965,706582,0.6530543963991442,1081965,1081965,8.9129999936155e-08,3.0000000039720476e-08,6.000000007944095e-08,6.772999998183593e-08,8.18000001068242e-08,0,0,0,0,0,0,0,0,1081965,0,956288,125677,706704,775180,706493,89,706582,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,cw,024f6edbe764d7d295134e3754848ba861e1b7aab5a6fae9df6d29833568d4ae,CAT-AD,norm_pgd,20,43,445515,295302,0.6628329012491162,445515,445515,8.941999984912741e-08,2.982000002482721e-08,6.855000004302169e-08,7.990385997524994e-08,8.64000000433407e-08,0,0,0,0,0,0,0,0,445515,0,311876,133639,295442,441363,294551,751,295302,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,cw,02ade336d2d5eb946347a029f5e8d535e42df857db39ce4e20fc400fe777a5d3,CAT-AD,norm_pgd,50,43,1081965,709595,0.6558391445194622,1081965,1081965,8.952000007944605e-08,2.999999981767587e-08,6.672399999185785e-08,7.879000007982029e-08,8.590000000197051e-08,0,0,0,0,0,0,0,0,1081965,0,800226,281739,709994,1013039,708310,1285,709595,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,cw,47bf4634b8b81c47e1c9d018cf07a83b5963345f8cae701e9e4e17a467ee408f,CAT-AD,phys_hybrid_pgd,20,43,445515,295675,0.6636701345633704,445515,445515,8.955599994919794e-08,2.9837999959703154e-08,6.868599999876324e-08,7.999999995789153e-08,8.649000005078733e-08,0,0,0,0,0,0,0,0,445515,0,311113,134402,295786,442229,294858,817,295675,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,cw,fa3ff7ffdd55ddac11861e4654634c4b4cd6d56a1e92af0803fcef07b5d50ce7,CAT-AD,phys_hybrid_pgd,50,43,1081965,710981,0.6571201471396949,1081965,1081965,8.947999996511413e-08,2.9999999928698173e-08,6.660080005271845e-08,7.862507999334443e-08,8.577007198962167e-08,0,0,0,0,0,0,0,0,1081965,0,803766,278199,711291,1011141,709626,1355,710981,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,cw,e4caa1cc9003e6734274f5f29343c022248abf0b4750720fe4faad9ab87a85d6,CAT-AD,phys_penalty_pgd,20,43,445515,295143,0.6624760109087237,445515,445515,8.960200004182184e-08,2.98000000231724e-08,6.860500001426573e-08,8.007200003046222e-08,8.631899994782088e-08,0,0,0,0,0,0,0,0,445515,0,311659,133856,295218,441929,294326,817,295143,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,cw,dfa4d0186137dc041c06f59b6f2898c533e215a4c8b143d1e8073dcdd680e129,CAT-AD,phys_penalty_pgd,50,43,1081965,710707,0.6568669041974555,1081965,1081965,8.943899998392624e-08,2.9999999928698173e-08,6.657999995773878e-08,7.86159999321967e-08,8.579999999369647e-08,0,0,0,0,0,0,0,0,1081965,0,802477,279488,711118,1011778,709431,1276,710707,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,cw,cac8e8f8c40e86074a5a65c08802d99759718d612b96f02b0f2595fb7a6d4f02,CAT-AD,phys_projection_pgd,20,43,445515,295381,0.6630102241226445,445515,445515,8.943999996180452e-08,2.9806000112486686e-08,6.857199996712637e-08,7.99734400702689e-08,8.633497192755963e-08,0,0,0,0,0,0,0,0,445515,0,311098,134417,295431,442125,294556,825,295381,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,cw,c6e52e2dc520df354fefe7fd88f69806e67aabe2dd6aae80a73f4fb54e98260b,CAT-AD,phys_projection_pgd,50,43,1081965,711504,0.6576035269163051,1081965,1081965,8.960200004182184e-08,2.9999999928698173e-08,6.655999995608397e-08,7.857700001778767e-08,8.579999999369647e-08,0,0,0,0,0,0,0,0,1081965,0,802143,279822,711875,1010993,710143,1361,711504,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,cw,6742b296d25faeb4ab1385b120b247c04b57fd0c2a784ba1414d3e6fbdc78599,BiLSTM-ERM,norm_pgd,20,44,410025,263300,0.6421559660996281,410025,410025,8.941999984912741e-08,3.0000000039720476e-08,6.000000007944095e-08,7.18485600126329e-08,8.170000009855016e-08,0,0,0,0,0,0,0,0,410025,0,356530,53495,263351,304211,263234,66,263300,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,cw,9b9093e90e0706d5bc3e0d5a4395cbf71d35ddf8f2c1ba3427640e3e0a0851dd,BiLSTM-ERM,norm_pgd,50,44,995775,646553,0.6492962767693505,995775,995775,8.920000005296913e-08,3.0000000039720476e-08,6.000000007944095e-08,6.490000004077956e-08,8.060000000753575e-08,0,0,0,0,0,0,0,0,995775,0,888059,107716,646610,701280,646424,129,646553,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,cw,b15de8ef9185878f9ccdd2c3ef7dfe505d47449ad93dcd11a89a6b52eba62826,BiLSTM-ERM,phys_hybrid_pgd,20,44,410025,266862,0.6508432412657765,410025,410025,8.849999999505087e-08,3.0000000039720476e-08,6.000000007944095e-08,7.109999999865835e-08,8.170000009855016e-08,0,0,0,0,0,0,0,0,410025,0,357828,52197,266898,304051,266786,76,266862,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,cw,43d896437a8deb9b5cacaf9dbeca676f98bfa39878232ad2cc00f907f0905489,BiLSTM-ERM,phys_hybrid_pgd,50,44,995775,647582,0.6503296427405789,995775,995775,8.880000001987298e-08,3.0000000039720476e-08,6.000000007944095e-08,6.530000007387571e-08,8.060000000753575e-08,0,0,0,0,0,0,0,0,995775,0,888301,107474,647654,702388,647449,133,647582,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,cw,3daf32188f52e26c0a0ccf108ca879179e578fc1cf5d22aaca087446d013c40a,BiLSTM-ERM,phys_penalty_pgd,20,44,410025,265103,0.6465532589476252,410025,410025,8.899000003559365e-08,3.0000000039720476e-08,6.000000007944095e-08,7.089999998211027e-08,8.18884239164325e-08,0,0,0,0,0,0,0,0,410025,0,359100,50925,265109,302941,265013,90,265103,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,cw,e53e1934609387a8aa1c795bea203ac47fcb21a4e51ca9f0a90eb332f09bdce6,BiLSTM-ERM,phys_penalty_pgd,50,44,995775,646674,0.6494177901634406,995775,995775,8.923000005545134e-08,3.0000000039720476e-08,6.000000007944095e-08,6.549999997940148e-08,8.092113003410629e-08,0,0,0,0,0,0,0,0,995775,0,888142,107633,646729,702144,646542,132,646674,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,cw,d3eba887a5121ac9afb9ab7795a7286333d63096d050ac21d7196c20c17991b0,BiLSTM-ERM,phys_projection_pgd,20,44,410025,267048,0.6512968721419425,410025,410025,8.897100001181713e-08,3.0000000039720476e-08,6.000000007944095e-08,7.120608006783165e-08,8.199997590452315e-08,0,0,0,0,0,0,0,0,410025,0,356755,53270,267074,305371,266980,68,267048,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,cw,740de34ff244bff53b0af693a60f8a16190fdc16ca7a6c06f2d90cd03d21f281,BiLSTM-ERM,phys_projection_pgd,50,44,995775,646207,0.6489488087168286,995775,995775,8.905500004097178e-08,3.0000000039720476e-08,6.000000007944095e-08,6.584629992589801e-08,8.086000002904825e-08,0,0,0,0,0,0,0,0,995775,0,887557,108218,646252,703234,646050,157,646207,0,0,0,NOT AVAILABLE,exact_numpy_linear
